Gene	B cells	CD4 Naive	CD4 Memory	CD8 Naive	CD8 Memory	CD8 Effector	Treg cell	Th cell	Monocytes CD16	Monocytes CD14	DC	pDC	NK	Plasma
CD79A	2324.31984349833	12.890013990812	15.1883609859456	39.3739859858437	22.5746317942789	14.0717380240483	30.1328230702811	13.0362048526641	10.3173285982178	19.3793552296779	24.0611225108033	47.4077484715813	21.9885374565694	2350.3154430971
EAF2	378.652239822172	12.8515998008294	13.6744927466318	11.0968355384592	14.3373247129247	11.7089615583958	12.2071931320879	12.1788008073385	41.2355229728022	107.309193729102	55.9515114541618	91.1577082705378	13.3352561272485	818.676599368678
GNG7	62.958828349772	1.96623735056465	1.50006510560469	2.23170714008072	1.30102812282939	1.29815245127135	1.40037118353706	2.57181764226943	4.56577269921308	0.809684157877346	13.6463883262784	69.0343914227101	0.463879637560683	147.29866269813
MANEA	1.45225308262056	1.06075612459401	0.839899083775992	0.72111845581806	1.14016241199658	0.693365500984934	0.692091210747762	1.50016391623279	0.505817753374697	1.12778788371028	1.33673532262995	0	1.49840839283933	20.4615077919016
MZB1	141.607483110131	3.55373850254579	3.64146597834753	2.92788694768657	7.38777562689747	7.23098746370945	1.89853180641825	0.0882347023409535	2.27501865027486	3.3256116394255	1.85957975342438	1211.42537399151	10.8834460566979	7312.8632206424
TMEM156	39.4692927643031	8.75647285432021	10.8896853323374	3.95201761952269	6.11521532682679	7.92386113737534	10.4847568951476	9.92305864269473	1.00408881076605	1.21145254052956	9.38477852216859	5.85157169777492	11.1933487162628	65.2135568164418
TNFRSF13B	49.8261419404824	1.1302920503295	0.783647976368869	0.66476429084586	0.732596554256716	0.116402471477427	2.77971560050624	0.483668735176041	0.321226072786141	0.69230966684336	1.42220656504602	0	0.455624012972257	188.259095127886
ZBP1	17.5584255064257	7.36125649454362	14.2816619562731	6.31152652890738	10.5077348734731	18.6947385264611	11.6233561690055	8.3249534537865	4.93375723578314	7.60120565983203	17.42816748062	0	32.603355051825	88.414810393298
S100A4	874.013646663502	2271.6203177834	6848.27170477242	1554.08364061515	5525.66318703309	6796.14387706233	5283.73592988037	3142.67104139889	17821.274615385	21092.3751512276	10690.8947750116	4144.55640128402	7477.38274589713	1634.48318384667
JUNB	1535.9906388437	3024.30448357624	2597.44232461444	2851.85011487085	2564.71220216486	1505.65723682512	2789.89802016947	2116.58425534323	1337.13927823918	1682.075143443	1372.54872580828	732.100546882104	969.30404388741	402.192423816922
UQCRH	954.091847890529	713.731066904767	732.602269682795	826.135002796526	672.421890786844	827.180299701104	805.116236031436	792.150926632688	982.862859631954	910.100351236355	1019.12990424607	660.71448128121	904.040161257372	2350.1624219964
FOS	829.618056576718	1209.40083911894	1309.11840441399	1107.11919767108	1324.99139744742	707.192241260251	496.062752096333	247.143237056439	1319.28700344416	988.251074754141	1128.10809685979	863.032412673341	721.416179372845	420.25473202344
RPL36AL	1369.95793156756	1990.71071946964	2179.72574684251	1882.75928470206	2076.76416418612	2269.73796091214	2259.18320766315	2120.24154464901	1761.47989697218	1657.39376118322	1371.51607900909	1726.71458788396	2167.77955566846	3199.66790178911
OST4	1035.74697205186	1352.52789626867	1429.20430954459	1213.11978225038	1419.7753392284	1481.51367837236	1146.04837918186	1205.55825492647	1172.71535725668	1185.28366352575	1145.87205819557	1900.87626818302	1360.67289832325	2620.51793866476
PSME2	434.004280163729	428.561503841939	643.826080789641	406.434788028383	589.619682165019	808.204853987428	619.677266602284	584.091446530932	788.959505788252	1136.0932800811	1114.80973743782	960.445125670432	1372.1779158147	1583.00625085882
CLIC1	641.454731096602	224.517902736974	517.361122805314	163.726155191679	504.607214077598	960.133074058851	609.907869264216	448.941927321034	969.992733487559	967.138306502948	991.511972391213	709.036688961682	1579.67727207716	1404.23052024542
SSR4	407.758966555281	421.495557918027	519.010088278783	412.945623540892	514.204935486587	586.861491512687	558.831292507975	547.919976185467	529.362256314618	397.154519523123	499.351687251872	1479.69429075124	711.244610806392	5690.19060768752
SDF2L1	51.7986667513683	75.9665716092852	111.973944173452	68.9185844520601	89.6231451064297	173.575508933275	141.711352387976	124.33340700522	112.588151201397	106.632318594745	96.6220850940177	251.572916455116	326.85728765824	1419.62667919254
PRDX5	279.11991176706	202.740266234543	247.580425930724	191.059539423089	254.889888342705	289.609804132552	257.603926614122	232.885261513565	422.925747512435	422.577552126937	382.612552949974	339.781175143262	664.864633518904	731.238610060594
RABAC1	356.105795044701	225.248534915176	306.337454733771	274.708673364418	347.390798409231	412.225881252013	427.699441505184	343.771155175384	328.451152937727	237.20399400468	246.884202054881	521.499503349045	495.929556912873	1382.51552655153
